"Keywords","Domain","Last Update Date (data)","Downloads","U ID","Description","Creation Date","Visits","Name","ContactEmail","Owner","Category","Type","Frequency","Department","Derived View"
"austin,data mart,datamart,dm,transportation,street map,streets,roadways,protected streets,mobility,transit","data.austintexas.gov","06/03/2016 05:49:22 PM +0000","0","xrmd-qcq9","Protected Streets","06/03/2016 05:49:22 PM +0000","43","Protected Streets","","John Clary","","external dataset","As Needed","Communication and Technology Management","false"
"atcems,test,fiscal_year","data.austintexas.gov","08/19/2016 04:17:32 PM +0000","4","3p6x-mmdh","***THIS IS A TEMPORARY DATA SET.*** The data in this table is intended for development purposes only and should not be treated as authoritative.  It may be removed at any time, without warning.","08/19/2016 04:24:45 PM +0000","21","EMS - FY Patient Contacts","","Austin-Travis County EMS","Public Safety","chart","As Needed","Emergency Medical Services","true"
"atcems,test,fiscal_year","data.austintexas.gov","08/19/2016 04:17:32 PM +0000","5","44m6-ppkx","***THIS IS A TEMPORARY DATA SET.*** The data in this table is intended for development purposes only and should not be treated as authoritative.  It may be removed at any time, without warning.","08/19/2016 08:33:17 PM +0000","27","EMS - FY Ambulance Responses","","Austin-Travis County EMS","Public Safety","chart","As Needed","Emergency Medical Services","true"
"atcems,test,fiscal_year","data.austintexas.gov","08/19/2016 04:17:32 PM +0000","5","62im-3tb6","***THIS IS A TEMPORARY DATA SET.*** The data in this table is intended for development purposes only and should not be treated as authoritative.  It may be removed at any time, without warning.","08/19/2016 06:58:19 PM +0000","20","EMS - FY GOS","","Austin-Travis County EMS","Public Safety","chart","As Needed","Emergency Medical Services","true"
"atcems,test,fiscal_year","data.austintexas.gov","08/19/2016 04:17:32 PM +0000","20","9skn-sqpd","***THIS IS A TEMPORARY DATA SET.*** The data in this table is intended for development purposes only and should not be treated as authoritative.  It may be removed at any time, without warning.","08/19/2016 04:17:17 PM +0000","31","ATCEMS Perspectives Data  2016-08-18","","Austin-Travis County EMS","Public Safety","table","As Needed","Emergency Medical Services","false"
"atcems,test,fiscal_year","data.austintexas.gov","08/19/2016 04:17:32 PM +0000","5","cfix-msfi","***THIS IS A TEMPORARY DATA SET.*** The data in this table is intended for development purposes only and should not be treated as authoritative.  It may be removed at any time, without warning.","08/19/2016 07:20:19 PM +0000","21","EMS - FY Bills Generated","","Austin-Travis County EMS","Public Safety","chart","As Needed","Emergency Medical Services","true"
"","data.texas.gov","04/27/2016 05:42:09 AM +0000","20","9r6u-h97f","","04/27/2016 05:41:28 AM +0000","198","APS Investigations:  Findings - Regional Table","","DFPS Data Decision and Support - Interactive Data Book","Social Services","table","","","false"
"atcems,test,fiscal_year","data.austintexas.gov","08/19/2016 04:17:32 PM +0000","5","ekk7-guen","***THIS IS A TEMPORARY DATA SET.*** The data in this table is intended for development purposes only and should not be treated as authoritative.  It may be removed at any time, without warning.","08/19/2016 04:33:25 PM +0000","20","EMS - FY Service Area Population","","Austin-Travis County EMS","Public Safety","chart","As Needed","Emergency Medical Services","true"
"atcems,test,fiscal_year","data.austintexas.gov","08/19/2016 04:17:32 PM +0000","5","fmsu-j7ey","***THIS IS A TEMPORARY DATA SET.*** The data in this table is intended for development purposes only and should not be treated as authoritative.  It may be removed at any time, without warning.","08/19/2016 06:56:19 PM +0000","24","EMS - FY 911 Calls","","Austin-Travis County EMS","Public Safety","chart","As Needed","Emergency Medical Services","true"
"atcems,test,fiscal_year","data.austintexas.gov","08/19/2016 04:17:32 PM +0000","6","gpde-ez6u","***THIS IS A TEMPORARY DATA SET.*** The data in this table is intended for development purposes only and should not be treated as authoritative.  It may be removed at any time, without warning.","08/19/2016 04:34:40 PM +0000","27","EMS - FY Incident Count","","Austin-Travis County EMS","Public Safety","chart","As Needed","Emergency Medical Services","true"
"atcems,test,fiscal_year","data.austintexas.gov","08/19/2016 04:17:32 PM +0000","4","nr4d-q5fu","***THIS IS A TEMPORARY DATA SET.*** The data in this table is intended for development purposes only and should not be treated as authoritative.  It may be removed at any time, without warning.","08/19/2016 06:59:18 PM +0000","18","EMS - FY MPDS","","Austin-Travis County EMS","Public Safety","chart","As Needed","Emergency Medical Services","true"
"atcems,test,fiscal_year","data.austintexas.gov","08/19/2016 04:17:32 PM +0000","4","psu3-9dbs","***THIS IS A TEMPORARY DATA SET.*** The data in this table is intended for development purposes only and should not be treated as authoritative.  It may be removed at any time, without warning.","08/19/2016 07:12:21 PM +0000","14","EMS - FY Spec Event Unit Hours","","Austin-Travis County EMS","Public Safety","chart","As Needed","Emergency Medical Services","true"
"atcems,test,fiscal_year","data.austintexas.gov","08/19/2016 04:17:32 PM +0000","4","qhst-y28d","***THIS IS A TEMPORARY DATA SET.*** The data in this table is intended for development purposes only and should not be treated as authoritative.  It may be removed at any time, without warning.","08/19/2016 04:25:27 PM +0000","26","EMS - FY Patient Transports","","Austin-Travis County EMS","Public Safety","chart","As Needed","Emergency Medical Services","true"
"atcems,test,fiscal_year","data.austintexas.gov","08/19/2016 04:17:32 PM +0000","3","rhc5-vdq7","***THIS IS A TEMPORARY DATA SET.*** The data in this table is intended for development purposes only and should not be treated as authoritative.  It may be removed at any time, without warning.","08/19/2016 07:16:50 PM +0000","15","EMS - FY Bill Proc Intvl","","Austin-Travis County EMS","Public Safety","chart","As Needed","Emergency Medical Services","true"
"atcems,test,fiscal_year","data.austintexas.gov","08/19/2016 04:17:32 PM +0000","4","szwk-t57p","***THIS IS A TEMPORARY DATA SET.*** The data in this table is intended for development purposes only and should not be treated as authoritative.  It may be removed at any time, without warning.","08/19/2016 07:00:11 PM +0000","17","EMS - FY Call Proc Intvl","","Austin-Travis County EMS","Public Safety","chart","As Needed","Emergency Medical Services","true"
"atcems,test,fiscal_year","data.austintexas.gov","08/19/2016 04:17:32 PM +0000","3","vumd-5xfn","***THIS IS A TEMPORARY DATA SET.*** The data in this table is intended for development purposes only and should not be treated as authoritative.  It may be removed at any time, without warning.","08/19/2016 08:31:13 PM +0000","12","EMS - FY Response Time Compliance","","Austin-Travis County EMS","Public Safety","chart","As Needed","Emergency Medical Services","true"
"brownfields,arr,redevelopment,hazardous,contamination,revitalization,chemical","data.austintexas.gov","08/03/2016 06:43:25 PM +0000","43","22wq-47zy","The City of Austin Brownfields Revitalization Office partners with local governments and other associations to support the revitalization of brownfields. Brownfield revitalization is a way to return a property to the community as a greenspace or as a commercial, residential or mixed-use development. Brownfields are abandoned, idle or under-utilized properties where revitalization is hindered by real or perceived environmental contamination. Brownfields are real property, where the expansion, redevelopment or reuse may be complicated by the presence or potential presence of a hazardous substance, pollutant or contaminant.  The column with ftp folder # corresponds to another posted dataset Brownfield Site Data which provides links to supporting documents for each of the sites.","08/03/2016 06:35:28 PM +0000","39","Brownfield Site List","","erin.benoit@austintexas.gov","","table","As Needed","Austin Resource Recovery","false"
"austin,data mart,datamart,dm,transportation,bike,neighborhood connectivity,public works,bicycle master plan,bike plan,cycling,bike lanes,recommended facilities,mobility,transit","data.austintexas.gov","06/03/2016 05:19:06 PM +0000","0","kfe9-st9c","This data is a representation of the existing bicycle facilities and includes those facilities recommended in the 2009 Bicycle Master Plan.","06/03/2016 05:19:06 PM +0000","64","Austin Bicycle Facilities","","John Clary","","external dataset","As Needed","Austin Transportation","false"
"building,electrical,mechanical,plumbing,permits,driveway,sidewalk,development,services,land development code,permit center,one texas center,blds","data.austintexas.gov","10/02/2016 09:24:54 AM +0000","9","3q77-vdpb","Building, Electrical, Mechanical, and Plumbing Permits and Driveway/Sidewalk Permits issued by the City of Austin.  Includes relevant details such as issue date, location, council district, expiration date, description of work, square footage, valuation, and units; This dataset is compliant with the Building & Land Development Specification (BLDS) data standard.","07/12/2016 07:09:18 PM +0000","25","Commercial SQFT on Building Permits Issued from Jan 2014 - Jun 2016","","Julia","Permitting","filter/grouped","Daily","Development Services","true"
"building,electrical,mechanical,plumbing,permits,driveway,sidewalk,development,services,land development code,permit center,one texas center,blds","data.austintexas.gov","10/02/2016 09:24:54 AM +0000","5","6vnh-vqkq","Building, Electrical, Mechanical, and Plumbing Permits and Driveway/Sidewalk Permits issued by the City of Austin.  Includes relevant details such as issue date, location, council district, expiration date, description of work, square footage, valuation, and units; This dataset is compliant with the Building & Land Development Specification (BLDS) data standard.","07/12/2016 07:07:05 PM +0000","81","Building Permits Issued Jan 2014 - Jun 2016 with commercial space","","Julia","Permitting","filter/grouped","Daily","Development Services","true"
"building,electrical,mechanical,plumbing,permits,driveway,sidewalk,development,services,land development code,permit center,one texas center,blds","data.austintexas.gov","10/02/2016 09:24:54 AM +0000","7","iqui-mz9x","Building, Electrical, Mechanical, and Plumbing Permits and Driveway/Sidewalk Permits issued by the City of Austin.  Includes relevant details such as issue date, location, council district, expiration date, description of work, square footage, valuation, and units; This dataset is compliant with the Building & Land Development Specification (BLDS) data standard.","07/14/2016 01:14:22 PM +0000","80","Issued Construction Permits since 2010, By Calendar Year and Permit Type","","Julia","Permitting","chart","Daily","Development Services","true"
"building,electrical,mechanical,plumbing,permits,driveway,sidewalk,development,services,land development code,permit center,one texas center,blds","data.austintexas.gov","10/02/2016 09:24:54 AM +0000","9","k9jf-mg7g","Building, Electrical, Mechanical, and Plumbing Permits and Driveway/Sidewalk Permits issued by the City of Austin.  Includes relevant details such as issue date, location, council district, expiration date, description of work, square footage, valuation, and units; This dataset is compliant with the Building & Land Development Specification (BLDS) data standard.","07/12/2016 06:57:48 PM +0000","27","Housing Unit Counts from Building Permits Issued Jan 2014 - Jun 2016","","Julia","Permitting","filter/grouped","Daily","Development Services","true"
"building,electrical,mechanical,plumbing,permits,driveway,sidewalk,development,services,land development code,permit center,one texas center,blds","data.austintexas.gov","10/02/2016 09:24:54 AM +0000","9","ma7f-y5xc","Building, Electrical, Mechanical, and Plumbing Permits and Driveway/Sidewalk Permits issued by the City of Austin.  Includes relevant details such as issue date, location, council district, expiration date, description of work, square footage, valuation, and units; This dataset is compliant with the Building & Land Development Specification (BLDS) data standard.","07/12/2016 06:51:38 PM +0000","108","Building Permits Issued Jan 2014 - Jun 2016 with living units","","Julia","Permitting","filter/grouped","Daily","Development Services","true"
"building,electrical,mechanical,plumbing,permits,driveway,sidewalk,development,services,land development code,permit center,one texas center,blds","data.austintexas.gov","10/02/2016 09:24:54 AM +0000","7","u8mm-jazv","Building, Electrical, Mechanical, and Plumbing Permits and Driveway/Sidewalk Permits issued by the City of Austin.  Includes relevant details such as issue date, location, council district, expiration date, description of work, square footage, valuation, and units; This dataset is compliant with the Building & Land Development Specification (BLDS) data standard.","07/12/2016 06:02:21 PM +0000","148","Building Permits Issued Jan 2014 - Jun 2016","","Julia","Permitting","filter/grouped","Daily","Development Services","true"
"building,electrical,mechanical,plumbing,permits,driveway,sidewalk,development,services,land development code,permit center,one texas center,blds","data.austintexas.gov","10/02/2016 09:24:54 AM +0000","6","ywee-v38q","Building, Electrical, Mechanical, and Plumbing Permits and Driveway/Sidewalk Permits issued by the City of Austin. ; Summary is a count of individual permits issued during the timeframe listed, separated by council district, month, Residential/Commercial category, and permit type; This dataset is compliant with the Building & Land Development Specification (BLDS) data standard.","07/13/2016 05:06:09 PM +0000","92","Summary  of Construction Permits Issued Jan 2016 - Jun 2016 by Council District, Month, Class, Type","","Julia","Permitting","filter/grouped","Daily","Development Services","true"
"","data.austintexas.gov","07/29/2016 04:19:10 PM +0000","5","5ur8-yaws","*** TEMPORARY DATASET !! ***  This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.","07/29/2016 06:01:28 PM +0000","38","EMS - Billing Interval","","Austin-Travis County EMS","Public Safety","chart","As Needed","Emergency Medical Services","true"
"","data.austintexas.gov","07/29/2016 04:19:10 PM +0000","6","jabc-bmxp","*** TEMPORARY DATASET !! ***  This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.","07/29/2016 06:00:09 PM +0000","30","EMS - County Revenue Collection","","Austin-Travis County EMS","Public Safety","chart","As Needed","Emergency Medical Services","true"
"","data.austintexas.gov","07/29/2016 04:19:10 PM +0000","32","uc3g-2rk9","*** TEMPORARY DATASET !! ***  This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.","07/29/2016 04:18:57 PM +0000","24","EMS - Administrative Measures - Finance","","Austin-Travis County EMS","Public Safety","table","As Needed","Emergency Medical Services","false"
"","data.austintexas.gov","07/29/2016 04:19:10 PM +0000","5","ydhb-bckm","*** TEMPORARY DATASET !! ***  This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.","07/29/2016 05:55:18 PM +0000","36","EMS - Patient Satisfaction","","Austin-Travis County EMS","Public Safety","chart","As Needed","Emergency Medical Services","true"
"police,ois,shooting","data.austintexas.gov","06/16/2016 05:26:30 PM +0000","117","pjaq-d4i3","This report reflects all officer-involved shootings that occurred from 2006 through 2015 in Austin. It includes incidents in which APD or non-APD officers fired their weapons within the city of Austin as well as incidents in which APD officers fired their weapons outside the city of Austin; Officer-involved shootings are defined as: an incident in which an officer fired his/her firearm intentionally at a subject;;an incident in which an officer fired his/her firearm unintentionally and struck a subject; or; an incident in which an officer used a less-lethal firearm, struck the subject, and contributed to the subject’s death; AUSTIN POLICE DEPARTMENT DATA DISCLAIMER; 1. The data provided are for informational use only and may differ from official APD crime data; 2. APD’s crime database is continuously updated, so reports run at different times may produce different results.  Care should be taken when comparing against other reports as different data collection methods and different data sources may have been used; 3. The Austin Police Department does not assume any liability for any decision made or action taken or not taken by the recipient in reliance upon any information or data provided.","06/16/2016 05:03:25 PM +0000","259","OIS Dataset 2006-15 - Incidents","","Ron MacKay","Public Safety","table","As Needed","Austin Police ","false"
"ems,clinical measures,stroke,atcems","data.austintexas.gov","06/22/2016 08:08:17 PM +0000","98","skws-9use","*** TEMPORARY DATASET !! **  This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.","06/22/2016 08:08:02 PM +0000","49","EMS - Clinical Measures - Stroke","","Austin-Travis County EMS","Public Safety","table","Quarterly","Emergency Medical Services","false"
"police,ois,safety,shooting","data.austintexas.gov","06/16/2016 06:02:33 PM +0000","115","vhr5-vvw2","This Officer-Involved Shooting dataset provides the raw data needed to better understand the characteristics of these incidents in APD's jurisdiction and by APD officers. It is used to assist in identifying training and procedure improvements to improve outcomes; This report reflects all officer-involved shootings that occurred from 2006 through 2015 in Austin. It includes incidents in which APD or non-APD officers fired their weapons within the city of Austin as well as incidents in which APD officers fired their weapons outside the city of Austin; Officer-involved shootings are defined as:-an incident in which an officer fired his/her firearm intentionally at a subject;-an incident in which an officer fired his/her firearm unintentionally and struck a subject; or; -an incident in which an officer used a less-lethal firearm, struck the subject, and contributed to the subject’s death; AUSTIN POLICE DEPARTMENT DATA DISCLAIMER; 1. The data provided is for informational use only and is not considered official APD crime data as in official Texas DPS or FBI crime reports; 2. APD’s crime database is continuously updated, so reports run at different times may produce different results.  Care should be taken when comparing against other reports as different data collection methods and different data sources may have been used; 3. The Austin Police Department does not assume any liability for any decision made or action taken or not taken by the recipient in reliance upon any information or data provided.","06/16/2016 06:02:14 PM +0000","188","OIS Dataset 2006-15 - Officers","","Ron MacKay","Public Safety","table","As Needed","Austin Police ","false"
"electric system,equipment,poles,man holes,service boxes,transmission lines,distributions","data.austintexas.gov","07/12/2016 09:24:38 PM +0000","37","bdrj-yu8a","Browse the number of substations, miles of transmission lines, and more by year; There are approximately 70,000 streetlights within the Austin Energy service area, including locations that have been annexed by the City of Austin. Examples of annexed areas include the Circle C and Avery Ranch neighborhoods which are serviced by other local utilities; Austin Energy is installing new equipment on streetlights that will allow the utility to remotely control when the lights turn on and off.  The new devices are expected to save $340,000 in electricity costs annually and reduce carbon dioxide emissions by almost 200 tons. All streetlights will be outfitted with the new devices by 2014.","07/12/2016 09:24:23 PM +0000","54","Electric System Equipment","","Elaine Lee","Utility","table","As Needed","Austin Energy","false"
"","data.austintexas.gov","08/17/2016 08:50:32 PM +0000","27","uv94-fems","","08/17/2016 08:41:12 PM +0000","32","Council Committee Meeting Data","","Kathryn Darnall","Government","table","As Needed","City Clerk","false"
"police,ois,safety,subjects,shooting","data.austintexas.gov","06/16/2016 06:08:32 PM +0000","112","e9x2-49sw","This Officer-Involved Shooting dataset provides the raw data needed to better understand the characteristics of these incidents in APD's jurisdiction and by APD officers. It is used to assist in identifying training and procedure improvements to improve outcomes; This report reflects all officer-involved shootings that occurred from 2006 through 2015 in Austin. It includes incidents in which APD or non-APD officers fired their weapons within the city of Austin as well as incidents in which APD officers fired their weapons outside the city of Austin; Officer-involved shootings are defined as: -an incident in which an officer fired his/her firearm intentionally at a subject; -an incident in which an officer fired his/her firearm unintentionally and struck a subject; or; -an incident in which an officer used a less-lethal firearm, struck the subject, and contributed to the subject’s death; AUSTIN POLICE DEPARTMENT DATA DISCLAIMER; 1. The data provided is for informational use only and is not considered official APD crime data as in official Texas DPS or FBI crime reports; 2. APD’s crime database is continuously updated, so reports run at different times may produce different results.  Care should be taken when comparing against other reports as different data collection methods and different data sources may have been used; 3. The Austin Police Department does not assume any liability for any decision made or action taken or not taken by the recipient in reliance upon any information or data provided.","06/16/2016 06:08:18 PM +0000","222","OIS Dataset 2006-15 - Subjects","","Ron MacKay","Public Safety","table","As Needed","Austin Police ","false"
"","data.austintexas.gov","07/18/2016 11:53:40 PM +0000","29","u3cd-iecr","If a political committee has supported, opposed, or assisted a candidate, officeholder, or ballot measure during the reporting period, this activity will be reported in the Committee Purpose Dataset.","07/08/2016 10:00:36 PM +0000","54","Campaign Finance Data - Committee Purpose","","Kathryn Darnall","Financial","table","As Needed","City Clerk","false"
"transit oriented development,tod,planning,austin,data mart,datamart,rapid,bus,transit,districts,transportation,mobility","data.austintexas.gov","06/03/2016 06:00:44 PM +0000","0","wpcp-v6nd","This layer represents the Transit Oriented Districts as adopted by the City of Austin.","06/03/2016 06:00:44 PM +0000","38","Transit Oriented Development","","John Clary","","external dataset","As Needed","Planning and Zoning","false"
"ems,clinical measures,stroke,atcems","data.austintexas.gov","06/22/2016 08:08:17 PM +0000","5","2mn6-pujm","*** TEMPORARY DATASET !! **  This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.","07/28/2016 04:35:07 PM +0000","63","EMS - Stroke Scene Time Compliance","","Austin-Travis County EMS","Public Safety","chart","Quarterly","Emergency Medical Services","true"
"ems,clinical measures,stroke","data.austintexas.gov","06/22/2016 08:08:17 PM +0000","6","42vy-bdr6","*** TEMPORARY DATASET !! **  This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.","06/28/2016 04:08:45 PM +0000","65","Stroke Call to Door","","hfunk","Public Safety","chart","Quarterly","Emergency Medical Services","true"
"ems,clinical measures,stroke","data.austintexas.gov","06/22/2016 08:08:17 PM +0000","8","6m4n-tu83","*** TEMPORARY DATASET !! **  This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.","06/28/2016 03:59:25 PM +0000","35","Percent Scene Time Compliance","","hfunk","Public Safety","chart","Quarterly","Emergency Medical Services","true"
"ems,clinical measures,stroke","data.austintexas.gov","06/22/2016 08:08:17 PM +0000","7","gz68-jpzm","*** TEMPORARY DATASET !! **  This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.","06/28/2016 03:54:44 PM +0000","71","Percent CPSS Compliance","","hfunk","Public Safety","chart","Quarterly","Emergency Medical Services","true"
"","data.austintexas.gov","06/01/2016 03:52:59 PM +0000","0","m33v-nu8y","","06/01/2016 03:52:59 PM +0000","288","FY 2015 APR Executive Summary","","Shannon Szymczak","","story","","","false"
"ems,clinical measures,stroke,atcems","data.austintexas.gov","06/22/2016 08:08:17 PM +0000","6","t8xj-tifp","*** TEMPORARY DATASET !! **  This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.","07/28/2016 04:42:39 PM +0000","57","EMS - Stroke Center Transport Rate","","Austin-Travis County EMS","Public Safety","chart","Quarterly","Emergency Medical Services","true"
"ems,clinical measures,stroke","data.austintexas.gov","06/22/2016 08:08:17 PM +0000","8","u8yu-ssi3","*** TEMPORARY DATASET !! **  This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.","06/28/2016 04:01:50 PM +0000","58","Blood Glucose Compliance Stroke","","hfunk","Public Safety","chart","Quarterly","Emergency Medical Services","true"
"ems,clinical measures,stroke,atcems","data.austintexas.gov","06/22/2016 08:08:17 PM +0000","5","xr66-67iy","*** TEMPORARY DATASET !! **  This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.","07/28/2016 04:33:09 PM +0000","34","EMS - BGL in Stroke","","Austin-Travis County EMS","Public Safety","chart","Quarterly","Emergency Medical Services","true"
"austin,bicycle,transportation,transit,mobilty","data.austintexas.gov","06/03/2016 06:07:09 PM +0000","0","gq7z-m3ha","B-Cycle rental kiosks, from their website, as of 5/16/16.","06/03/2016 06:07:09 PM +0000","36","Bicycle Rental Kiosks","","John Clary","","external dataset","As Needed","Austin Police ","false"
"events,transporation,austin,atx,special events,mobility,transit","data.austintexas.gov","06/03/2016 06:12:36 PM +0000","0","6cc9-pf63","Road closures and lane reductions related to special events in Austin, TX. This is a generalization of the closures, used for notification purposes and general location information. For detailed information on the actual street closures and times, please refer to the street closure document for the event (found in the web link). The data is used for planning purposes and is subject to change without warning.","06/03/2016 06:12:36 PM +0000","40","Street Events","","John Clary","","external dataset","As Needed","Austin Transportation","false"
"parking,atx,austin,transportation,surface parking,parking lot,parking garage,mobility,transit","data.austintexas.gov","06/03/2016 06:22:58 PM +0000","0","nura-qkf6","Geographic location of off-street parking locations in the downtown area of Austin, TX.  This includes surface parking lots and parking garages.","06/03/2016 06:22:58 PM +0000","48","Off-Street Parking","","John Clary","","external dataset","As Needed","Austin Transportation","false"
"","data.austintexas.gov","05/02/2016 07:16:00 PM +0000","0","5xd7-xry4","","05/02/2016 07:16:00 PM +0000","5","FY 2015_Indicator_HHSD_Percent of Individuals that Maintain or Increase Income","","jesse.rodriguez","","story","","","false"
"parking,atx,austin,transportation,surface parking,parking lot,parking garage,mobility,transit","data.austintexas.gov","06/03/2016 06:30:10 PM +0000","0","di8h-e577","Entrances and exits to surface and garage parking lots in the downtown area of Austin, TX.","06/03/2016 06:30:10 PM +0000","58","Parking Lot Entrances and Exits","","John Clary","","external dataset","As Needed","Austin Transportation","false"
"austin energy,energy efficiency,energy savings,home performance with energy star,applicance efficiency program,free weatherization,power partner thermostat","data.austintexas.gov","06/24/2016 06:59:31 PM +0000","75","fw3c-w5de","Austin Energy provides rebates and low interest loans to customers who make energy efficiency improvements.","06/24/2016 06:47:44 PM +0000","37","Energy Efficiency Annual Energy Savings","","Shannon Wisner","Utility","table","Annually","Austin Energy","false"
"austin energy,utility data,energy sales","data.austintexas.gov","06/24/2016 07:24:43 PM +0000","81","t4zw-f3yr","This table groups Austin Energy customers into five classes: residential, commercial, industrial, public street and highway, and government. View sales in dollars and kWh along with annual percent change for each customer class.","06/24/2016 07:14:38 PM +0000","31","Energy Sales - kilowatt hours by Customer Class","","Shannon Wisner","Utility","table","Annually","Austin Energy","false"
"utility rates,utility data,austin energy,rates","data.austintexas.gov","06/24/2016 07:26:49 PM +0000","69","scy3-ke5d","","06/24/2016 07:26:36 PM +0000","27","Austin Energy Rates - Cents per kilowatt hour by customer class","","Shannon Wisner","Utility","table","Annually","Austin Energy","false"
"social media","data.austintexas.gov","06/24/2016 07:44:27 PM +0000","115","yph5-vg2u","Connect with the City of Austin. Find out the latest information about Austin initiatives, opportunities and fun things to do in the Live Music Capital of the World. Like or follow City social media to get updates from the City directly in your timeline.","06/24/2016 06:45:18 PM +0000","1169","City Social Media Inventory","","AustinGo","","table","As Needed","Public Information Office","false"
"police,crime","data.austintexas.gov","07/05/2016 04:52:53 PM +0000","462","spbg-9v94","This dataset encompasses all of the Part 1 crimes in Austin, Texas from January 1 2015 - December 31 2015. ; AUSTIN POLICE DEPARTMENT DATA DISCLAIMER; 1. The data provided are for informational use only and may differ from official APD crime data; 2. APD’s crime database is continuously updated, so reports run at different times may produce different results.  Care should be taken when comparing against other reports as different data collection methods and different data sources may have been used; 3. The Austin Police Department does not assume any liability for any decision made or action taken or not taken by the recipient in reliance upon any information or data provided.","07/05/2016 04:51:45 PM +0000","328","Annual Crime Dataset 2015","","Ron MacKay","Public Safety","table","As Needed","Austin Police ","false"
"spirit of east austin,east austin","data.austintexas.gov","06/24/2016 07:59:11 PM +0000","59","ngdb-nm9b","The Spirit of East Austin Team has identified more than 200 projects that could impact the East Austin Crescent. This list includes project titles with brief descriptions.","06/24/2016 07:33:04 PM +0000","633","Spirit of East Austin Project Inventory","","AustinGo","","table","As Needed","Public Information Office","false"
"ems,clinical measures,cardiac arrest,atcems","data.austintexas.gov","06/22/2016 07:50:33 PM +0000","52","7m38-5fag","*** TEMPORARY DATASET !! ***  This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.","06/22/2016 07:50:23 PM +0000","38","EMS - Clinical Measures - Cardiac Arrest","","Austin-Travis County EMS","","table","Quarterly","Emergency Medical Services","false"
"ems,clinical measures,cardiac arrest,atcems","data.austintexas.gov","06/22/2016 07:50:33 PM +0000","5","szht-yq54","*** TEMPORARY DATASET !! ***  This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.","07/29/2016 03:44:30 PM +0000","36","EMS - ROSC at Hospital","","Austin-Travis County EMS","","chart","Quarterly","Emergency Medical Services","true"
"austin,water,plants,landscape,variance,xeriscape,schedule","data.austintexas.gov","06/13/2016 08:08:20 PM +0000","96","82dq-nkpk","Austin Water’s approved plant list specifies plants that may receive a new landscape/xeriscape watering schedule variance. A landscape must have xeric (low or very low water use) plants to receive the variance. Austin Water might approve other plants if they will be low or very low water use once established. For a list of stabilization/erosion control plants that qualify for this variance, please refer to The City of Austin’s Standard Specifications Manual Item #604S","06/13/2016 08:08:11 PM +0000","197","Austin Water Approved Plant List","","Austin Water","Environmental","table","Biannually","Austin Water","false"
"","data.austintexas.gov","06/01/2016 04:23:58 PM +0000","0","csgd-wgua","","06/01/2016 04:23:58 PM +0000","75","Austin Performance Management description","","Shannon Szymczak","","story","","","false"
"","data.austintexas.gov","06/17/2016 06:23:18 PM +0000","0","m2km-d64c","Virtual training site using VR / 360 Degree videos and photo resources.","06/17/2016 06:23:18 PM +0000","61","ATCEMS Online Virtual Training (alpha)","","Marbenn Cayetano","","story","","","false"
"ems,clinical measures,trauma,atcems","data.austintexas.gov","06/22/2016 08:12:25 PM +0000","7","ag55-evxj","*** TEMPORARY DATASET !! **  This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.","07/29/2016 01:59:51 PM +0000","36","EMS - Trauma Center Transport","","Austin-Travis County EMS","Public Safety","chart","Quarterly","Emergency Medical Services","true"
"ems,clinical measures,trauma,atcems","data.austintexas.gov","06/22/2016 08:12:25 PM +0000","3","ehjw-u2gu","*** TEMPORARY DATASET !! **  This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.","07/29/2016 01:58:58 PM +0000","33","EMS - Average Trauma Call2Door","","Austin-Travis County EMS","Public Safety","chart","Quarterly","Emergency Medical Services","true"
"ems,clinical measures,trauma,atcems","data.austintexas.gov","06/22/2016 08:12:25 PM +0000","58","fr6v-2nu3","*** TEMPORARY DATASET !! **  This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.","06/22/2016 08:12:14 PM +0000","38","EMS - Clinical Measures - Trauma","","Austin-Travis County EMS","Public Safety","table","Quarterly","Emergency Medical Services","false"
"ems,clinical measures,trauma,atcems","data.austintexas.gov","06/22/2016 08:12:25 PM +0000","4","uht5-qw3f","*** TEMPORARY DATASET !! **  This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.","07/29/2016 01:57:42 PM +0000","30","EMS - Trauma Scene Time Percent","","Austin-Travis County EMS","Public Safety","chart","Quarterly","Emergency Medical Services","true"
