U ID,Derived View,Domain,Type,Name,Description,Creation Date,Last Update Date (data),Category,Keywords,Downloads,Visits,Department,Owner,ContactEmail,Frequency
e8ue-96db,false,data.austintexas.gov,blob,2009 Internal Audit,2009 Internal Audit,01/20/2015 08:05:09 PM +0000,,,,64,31,Austin Police ,Colleen Waters,,Daily
t62g-u3dg,false,data.austintexas.gov,blob,2011 Annual Report Docs Sent To ASCLD LAB,2011 Annual Report Docs Sent To ASCLD LAB,01/20/2015 08:39:59 PM +0000,,,,73,42,Austin Police ,Colleen Waters,,Daily
wr33-iitv,false,data.austintexas.gov,blob,Chromatograms Agilent 2014-07-25,Chromatograms Agilent 2014-07-25,01/20/2015 09:20:45 PM +0000,,,,47,39,Austin Police ,Colleen Waters,,Daily
yrw2-ty34,false,data.austintexas.gov,blob,Chromatograms Agilent 2014-08-22,Chromatograms Agilent 2014-08-22,01/20/2015 09:35:39 PM +0000,,,,128,35,Austin Police ,Colleen Waters,,Daily
5cpi-6qzh,false,data.austintexas.gov,story,Aviation,,05/13/2016 06:34:46 PM +0000,05/13/2016 06:34:46 PM +0000,,,0,569,,jesse.rodriguez,,
7vsj-iwwq,false,data.austintexas.gov,story,Public Works,,05/11/2016 02:12:07 PM +0000,05/11/2016 02:12:07 PM +0000,,,0,921,,Alyson,,
2j3w-9uw9,false,data.austintexas.gov,story,Percent Reduction of EMS Transport to Hospitals of Enrolled Community Health Paramedic Clients,,05/10/2016 07:12:44 PM +0000,05/10/2016 07:12:44 PM +0000,,,0,533,,jesse.rodriguez,,
nzrq-i4na,false,data.austintexas.gov,blob,2010 ASCLD- LAB Certificate Of Accreditation,2010 ASCLD- LAB Certificate Of Accreditation,01/20/2015 08:30:42 PM +0000,,,,66,38,Austin Police ,Colleen Waters,,Daily
xjwz-pwq4,false,data.austintexas.gov,blob,2010 Austin PD Accred Obligations,2010 Austin PD Accred Obligations,01/20/2015 08:31:37 PM +0000,,,,66,35,Austin Police ,Colleen Waters,,Daily
rxcu-69r9,false,data.austintexas.gov,blob,Chromatograms Agilent 2014-08-28,Chromatograms Agilent 2014-08-28,01/20/2015 09:36:31 PM +0000,,,,45,27,Austin Police ,Colleen Waters,,Daily
djme-95ha,false,data.austintexas.gov,blob,Chromatograms GC2010 2013-10-17,Chromatograms GC2010 2013-10-17,01/20/2015 10:16:54 PM +0000,,,,78,42,Austin Police ,Colleen Waters,,Daily
7mi9-ciqh,false,data.austintexas.gov,blob,Chromatograms Agilent 2014-08-01,Chromatograms Agilent 2014-08-01,01/20/2015 09:23:32 PM +0000,,,,48,41,Austin Police ,Colleen Waters,,Daily
yuzi-q6yu,false,data.austintexas.gov,blob,Chromatograms GC2010 2013-09-26,Chromatograms GC2010 2013-09-26,01/20/2015 10:11:36 PM +0000,,,,77,35,Austin Police ,Colleen Waters,,Daily
49iv-tmr2,true,data.austintexas.gov,filter/grouped,Test Dataset,Test Dataset,03/21/2016 04:09:17 PM +0000,03/29/2016 05:03:08 PM +0000,,,12,50,Austin Energy,Sarah Lambert,,As Needed
yfqi-9qij,false,data.austintexas.gov,blob,2010 Austin PD- DPS Accreditation Letter,2010 Austin PD- DPS Accreditation Letter,01/20/2015 08:35:35 PM +0000,,,,125,34,Austin Police ,Colleen Waters,,Daily
in68-2ge9,false,data.austintexas.gov,blob,Chromatograms Agilent 2014-07-17,Chromatograms Agilent 2014-07-17,01/20/2015 09:19:29 PM +0000,,,,42,35,Austin Police ,Colleen Waters,,Daily
rx54-dwyk,false,data.austintexas.gov,blob,Chromatograms GC2010 2014-02-23,Chromatograms GC2010 2014-02-23,01/20/2015 10:20:53 PM +0000,,,,68,56,Austin Police ,Colleen Waters,,Daily
enc2-xuuw,false,data.austintexas.gov,blob,Chromatograms GC2010 2013-10-29,Chromatograms GC2010 2013-10-29,01/20/2015 10:17:55 PM +0000,,,,123,24,Austin Police ,Colleen Waters,,Daily
7dck-isgs,false,data.austintexas.gov,story,Response Time for Priority One Through Five Calls,,05/03/2016 06:58:46 PM +0000,05/03/2016 06:58:46 PM +0000,,,0,603,,jesse.rodriguez,,
qwsv-fxcr,false,data.austintexas.gov,story,Austin Water,,05/13/2016 06:34:33 PM +0000,05/13/2016 06:34:33 PM +0000,,,0,619,,jesse.rodriguez,,
xc93-2358,false,data.austintexas.gov,blob,COA Current Representation FY2015 Q2,City of Austin Employee Representation for FY2015 Quarter 2,08/25/2015 03:22:58 PM +0000,,Business,"current representation,ethnicity,gender,eeo category",78,36,Human Resources,Perry Perez,,Quarterly
3byu-b5d2,false,data.austintexas.gov,story,Number Neighborhood Plans Rezonings Adopted by Council,,04/27/2016 07:21:48 PM +0000,04/27/2016 07:21:48 PM +0000,,,0,275,,Alyson,,
79wh-smep,false,data.austintexas.gov,story,Percent Neighborhood Satisfied with Planning Process,,04/27/2016 07:22:35 PM +0000,04/27/2016 07:22:35 PM +0000,,,0,276,,Alyson,,
burh-jj32,false,data.austintexas.gov,blob,2010-09-29 Austin PD Notification Of Accreditation,2010-09-29 Austin PD Notification Of Accreditation,01/20/2015 08:39:07 PM +0000,,,,69,23,Austin Police ,Colleen Waters,,Daily
4ymd-4xv6,true,data.austintexas.gov,chart,Graph of Streetlight and Power Poles Hit by Year,"Each year, streetlights and power poles in the Austin Energy service territory are hit by drivers and require repair. There is considerable variability in the cost of repairing each pole, as the amount of damage varies per incident. This is the reason the costs for repairs can vary significantly from year to year. 

Austin Energy bears the costs until they are offset by the amounts collected from the drivers and their insurance companies. In cases where a responsible party cannot be identified (leaving the scene of the incident), or in cases where it cannot be verified that they are at fault, Austin Energy must pay for the repairs. Austin Energy works with the Austin Police Department to identify drivers who have fled the scene of an accident.",05/12/2016 06:27:26 PM +0000,05/16/2016 04:19:19 PM +0000,Utility,"austin energy,power pole,power pole accidents,hit poles,hit pole,streetlight accidents",9,68,Austin Energy,Shannon Wisner,,Annually
8dff-2vkt,false,data.austintexas.gov,table,Recreation Centers,,05/11/2016 03:48:55 PM +0000,05/11/2016 03:49:09 PM +0000,Government,recreation center,78,45,Parks & Recreation,Betty,,As Needed
btnv-z9e2,false,data.austintexas.gov,map,Northeast Service Center,,07/14/2015 04:58:32 PM +0000,,,,20,33,Austin Resource Recovery,erin.benoit@austintexas.gov,,As Needed
wv6h-sb75,false,data.austintexas.gov,blob,2010 Amended Audit Report,2010 Amended Audit Report,01/20/2015 08:06:40 PM +0000,,,,173,40,Austin Police ,Colleen Waters,,Daily
4wqb-md99,false,data.austintexas.gov,blob,Chromatograms Agilent 2014-03-05,Chromatograms Agilent 2014-03-05,01/20/2015 08:50:14 PM +0000,,,,58,35,Austin Police ,Colleen Waters,,Daily
jn8x-ecq5,false,data.austintexas.gov,blob,Chromatograms Agilent 2014-04-23,Chromatograms Agilent 2014-04-23,01/20/2015 08:54:32 PM +0000,,,,130,34,Austin Police ,Colleen Waters,,Daily
p9cn-wggc,false,data.austintexas.gov,blob,Chromatograms GC2010 2013-09-12,Chromatograms GC2010 2013-09-12,01/20/2015 10:09:16 PM +0000,,,,69,31,Austin Police ,Colleen Waters,,Daily
w59w-h8nm,false,data.austintexas.gov,blob,Chromatograms Agilent 2014-07-11,Chromatograms Agilent 2014-07-11,01/20/2015 09:18:31 PM +0000,,,,48,30,Austin Police ,Colleen Waters,,Daily
nwq5-42ze,false,data.austintexas.gov,story,Austin Convention Center,,05/13/2016 06:33:09 PM +0000,05/13/2016 06:33:09 PM +0000,,,0,598,,jesse.rodriguez,,
q5fr-b7kc,false,data.austintexas.gov,story,Patients with Cardiac Arrest Delivered to a Medical Facility with a Return of Circulation,,05/03/2016 07:15:35 PM +0000,05/03/2016 07:15:35 PM +0000,,,0,544,,jesse.rodriguez,,
4ydd-6h2q,false,data.austintexas.gov,story,Response Time for Potentially Life-Threatening Calls,,05/03/2016 07:22:09 PM +0000,05/03/2016 07:22:09 PM +0000,,,0,561,,jesse.rodriguez,,
8cj6-tm9s,false,data.austintexas.gov,story,Number Neighborhood Plans Rezonings Scheduled,,04/27/2016 07:22:08 PM +0000,04/27/2016 07:22:08 PM +0000,,,0,282,,Alyson,,
83ki-bvvd,false,data.austintexas.gov,story,Watershed Protection,,05/11/2016 05:06:32 PM +0000,05/11/2016 05:06:32 PM +0000,,,0,821,,Alyson,,
bd8i-wkzv,false,data.austintexas.gov,story,Completion of Imagine Austin Annual Report,,04/27/2016 07:21:09 PM +0000,04/27/2016 07:21:09 PM +0000,,,0,276,,Alyson,,
sbzg-du5q,false,data.austintexas.gov,blob,Chromatograms Agilent 2014-03-04,Chromatograms Agilent 2014-03-04,01/20/2015 08:49:35 PM +0000,,,,46,30,Austin Police ,Colleen Waters,,Daily
4qzq-uhpr,false,data.austintexas.gov,blob,Chromatograms Agilent 2014-06-09,Chromatograms Agilent 2014-06-09,01/20/2015 09:12:37 PM +0000,,,,52,29,Austin Police ,Colleen Waters,,Daily
d2in-n4pa,false,data.austintexas.gov,blob,Chromatograms GC2010 2014-02-27,Chromatograms GC2010 2014-02-27,01/20/2015 10:22:20 PM +0000,,,,53,26,Austin Police ,Colleen Waters,,Daily
hfeg-p3b8,false,data.austintexas.gov,blob,Chromatograms Agilent 2014-09-08,Chromatograms Agilent 2014-09-08,01/20/2015 09:37:23 PM +0000,,,,60,39,Austin Police ,Colleen Waters,,Daily
ydpp-ucnp,false,data.austintexas.gov,blob,Chromatograms Agilent 2014-07-09,Chromatograms Agilent 2014-07-09,01/20/2015 09:17:43 PM +0000,,,,44,27,Austin Police ,Colleen Waters,,Daily
ghp5-44nq,false,data.austintexas.gov,blob,Chromatograms GC2010 2012-12-20,Chromatograms GC2010 2012-12-20,01/20/2015 09:45:39 PM +0000,,,,92,23,Austin Police ,Colleen Waters,,Daily
kgfv-c8hi,false,data.austintexas.gov,blob,Chromatograms Agilent 2014-09-17,Chromatograms Agilent 2014-09-17,01/20/2015 09:39:09 PM +0000,,,,54,22,Austin Police ,Colleen Waters,,Daily
vp6n-6frr,false,data.austintexas.gov,blob,Chromatograms Agilent 2014-08-14,Chromatograms Agilent 2014-08-14,01/20/2015 09:24:34 PM +0000,,,,46,24,Austin Police ,Colleen Waters,,Daily
2ejy-atmt,false,data.austintexas.gov,blob,Chromatograms GC2010 2013-11-12,Chromatograms GC2010 2013-11-12,01/20/2015 10:20:09 PM +0000,,,,112,48,Austin Police ,Colleen Waters,,Daily
8spj-utxs,false,data.austintexas.gov,table,Single Member Council Districts,,05/08/2015 12:26:06 AM +0000,,,,172,6,,Alejandro Escobar,,
6yip-wsur,false,data.austintexas.gov,story,Patient Satisfaction with EMS Customer Service,,05/10/2016 07:06:47 PM +0000,05/10/2016 07:06:47 PM +0000,,,0,560,,jesse.rodriguez,,
a3m3-snat,false,data.austintexas.gov,blob,Chromatograms GC2010 2013-07-03,Chromatograms GC2010 2013-07-03,01/20/2015 09:51:03 PM +0000,,,,55,30,Austin Police ,Colleen Waters,,Daily
wbte-m7dq,false,data.austintexas.gov,blob,Chromatograms GC2010 2013-07-11,Chromatograms GC2010 2013-07-11,01/20/2015 09:52:54 PM +0000,,,,75,23,Austin Police ,Colleen Waters,,Daily
9viw-7qn6,false,data.austintexas.gov,blob,Chromatograms GC2010 2012-09-21,Chromatograms GC2010 2012-09-21,01/20/2015 09:43:11 PM +0000,,,,52,25,Austin Police ,Colleen Waters,,Daily
2p9x-gd2m,false,data.austintexas.gov,story,Tons of Total Suspended Solids Removed Annually,,05/03/2016 06:41:41 PM +0000,05/03/2016 06:41:41 PM +0000,,,0,264,,jesse.rodriguez,,
a93c-yxmv,false,data.austintexas.gov,story,1-template_DirectorMessage,,05/20/2016 08:07:10 PM +0000,05/20/2016 08:07:10 PM +0000,,,0,59,,JillioG,,
ekxe-uzv8,false,data.austintexas.gov,story,"Violent Crime Per 1,000 Population",,05/05/2016 05:22:44 PM +0000,05/05/2016 05:22:44 PM +0000,,,0,582,,jesse.rodriguez,,
34ru-f2v2,false,data.austintexas.gov,story,Lost Time Injury Rate per the Equivalent of 100 Employees,,05/11/2016 04:06:26 PM +0000,05/11/2016 04:06:26 PM +0000,,,0,140,,jesse.rodriguez,,
u938-b4gy,false,data.austintexas.gov,story,Non-Airline Revenue Per Enplaned Passenger,,05/04/2016 08:48:34 PM +0000,05/04/2016 08:48:34 PM +0000,,,0,196,,Alyson,,
brdc-27kv,false,data.austintexas.gov,blob,Chromatograms Agilent 2013-12-17,Chromatograms Agilent 2013-12-17,01/20/2015 08:47:37 PM +0000,,,,48,23,Austin Police ,Colleen Waters,,Daily
8jrn-yiu6,false,data.austintexas.gov,blob,Chromatograms Agilent 2014-05-01,Chromatograms Agilent 2014-05-01,01/20/2015 08:56:03 PM +0000,,,,49,27,Austin Police ,Colleen Waters,,Daily
c7xv-tds5,false,data.austintexas.gov,blob,Chromatograms Agilent 2014-06-10,Chromatograms Agilent 2014-06-10,01/20/2015 09:13:22 PM +0000,,,,53,29,Austin Police ,Colleen Waters,,Daily
8zhe-gykw,false,data.austintexas.gov,blob,Chromatograms Agilent 2014-08-22,Chromatograms Agilent 2014-08-22,01/20/2015 09:59:17 PM +0000,,,,43,29,Austin Police ,Colleen Waters,,Daily
wdpj-arg7,false,data.austintexas.gov,blob,Chromatograms GC2010 2013-09-05,Chromatograms GC2010 2013-09-05,01/20/2015 10:08:23 PM +0000,,,,81,24,Austin Police ,Colleen Waters,,Daily
c8fw-ygic,false,data.austintexas.gov,story,Austin Resource Recovery,,05/13/2016 06:34:16 PM +0000,05/13/2016 06:34:16 PM +0000,,,0,559,,jesse.rodriguez,,
sww6-hxz9,false,data.austintexas.gov,story,Installation or Replacement of Storm Drain Infrastructure,,04/28/2016 04:01:51 PM +0000,04/28/2016 04:01:51 PM +0000,,,0,261,,jesse.rodriguez,,
b466-yq8r,false,data.austintexas.gov,story,CIP Projects Substantially Completed on Schedule,,04/28/2016 04:15:54 PM +0000,04/28/2016 04:15:54 PM +0000,,,0,265,,jesse.rodriguez,,
3buj-7jze,false,data.austintexas.gov,table,Active Credit Access Business Licenses,Dataset of Active Credit Access Business Licenses,05/03/2016 06:38:53 PM +0000,05/03/2016 06:39:06 PM +0000,Business,"credit access businesses,payday lenders,auto title lenders",109,568,Telecom & Regulatory Affairs,John Speirs,,As Needed
g4cf-fbiv,false,data.austintexas.gov,table,demo table for camp,this table is for testing website embeds for a cultural asset mapping project,04/08/2016 04:53:37 PM +0000,04/08/2016 04:56:37 PM +0000,,,114,26,Economic Development,Hailey Pate,,As Needed
d444-cpjc,false,data.austintexas.gov,story,Gallons of Pollutants Recovered,,05/10/2016 06:56:50 PM +0000,05/10/2016 06:56:50 PM +0000,,,0,253,,jesse.rodriguez,,
r8ic-rb3i,false,data.austintexas.gov,story,Resident Satisfaction with the Quality of Police Services,,05/05/2016 05:14:28 PM +0000,05/05/2016 05:14:28 PM +0000,,,0,546,,jesse.rodriguez,,
x5t5-u4uy,false,data.austintexas.gov,story,Shelter Intake Per Capita,,04/27/2016 06:57:49 PM +0000,04/27/2016 06:57:49 PM +0000,,,0,260,,jesse.rodriguez,,
g33k-izvu,false,data.austintexas.gov,blob,Chromatograms GC2010 2013-09-13,Chromatograms GC2010 2013-09-13,01/20/2015 10:10:13 PM +0000,,,,54,18,Austin Police ,Colleen Waters,,Daily
ca5n-zxqh,false,data.austintexas.gov,blob,Chromatograms GC2010 2013-08-20,Chromatograms GC2010 2013-08-20,01/20/2015 09:56:59 PM +0000,,,,66,22,Austin Police ,Colleen Waters,,Daily
puv7-7epf,false,data.austintexas.gov,story,Austin Energy,,05/13/2016 06:33:45 PM +0000,05/13/2016 06:33:45 PM +0000,,,0,664,,jesse.rodriguez,,
tnsr-mzbe,false,data.austintexas.gov,story,Linear Feet of Stream Channel Repairs Designed,,04/28/2016 04:10:50 PM +0000,04/28/2016 04:10:50 PM +0000,,,0,266,,jesse.rodriguez,,
beaj-db7n,false,data.austintexas.gov,story,Lane Miles of Overlay Completed,,04/29/2016 03:38:43 PM +0000,04/29/2016 03:38:43 PM +0000,,,0,380,,jesse.rodriguez,,
fhx7-gqkw,false,data.austintexas.gov,story,Number of Curb Ramps Constructed,,04/29/2016 03:57:30 PM +0000,04/29/2016 03:57:30 PM +0000,,,0,308,,jesse.rodriguez,,
c97r-8egd,false,data.austintexas.gov,story,Citizen Satisfaction with Flood Hazard Mitigation Efforts,,05/10/2016 06:52:30 PM +0000,05/10/2016 06:52:30 PM +0000,,,0,266,,jesse.rodriguez,,
kn7v-5p95,false,data.austintexas.gov,story,Percent Investment in CIP Projects,,05/04/2016 06:12:14 PM +0000,05/04/2016 06:12:14 PM +0000,,,0,204,,Alyson,,
f37b-x3bu,false,data.austintexas.gov,story,Cost Per Enplaned Passenger,,05/04/2016 08:48:08 PM +0000,05/04/2016 08:48:08 PM +0000,,,0,228,,Alyson,,
7t7s-mkmp,false,data.austintexas.gov,story,Animal Sterilization,,04/27/2016 06:26:00 PM +0000,04/27/2016 06:26:00 PM +0000,,,0,206,,jesse.rodriguez,,
us7v-6qyq,false,data.austintexas.gov,story,Sheltered Animals Returned-To-Owner,,04/27/2016 06:52:06 PM +0000,04/27/2016 06:52:06 PM +0000,,,0,220,,jesse.rodriguez,,
7di2-gc58,false,data.austintexas.gov,blob,Chromatograms GC2010 2013-09-30,Chromatograms GC2010 2013-09-30,01/20/2015 10:13:39 PM +0000,,,,150,14,Austin Police ,Colleen Waters,,Daily
qcry-twzd,false,data.austintexas.gov,blob,Chromatograms GC2010 2012-04-04,Chromatograms GC2010 2012-04-04,01/20/2015 09:39:59 PM +0000,,,,62,32,Austin Police ,Colleen Waters,,Daily
2pet-vrd4,false,data.austintexas.gov,blob,Chromatograms GC2010 2013-08-02,Chromatograms GC2010 2013-08-02,01/20/2015 09:56:14 PM +0000,,,,89,27,Austin Police ,Colleen Waters,,Daily
vgp9-kmu8,false,data.austintexas.gov,blob,Chromatograms GC2010 2013-08-26,Chromatograms GC2010 2013-08-26,01/20/2015 09:57:47 PM +0000,,,,69,25,Austin Police ,Colleen Waters,,Daily
wqr4-g7vh,false,data.austintexas.gov,blob,Chromatograms GC2010 2013-05-07,Chromatograms GC2010 2013-05-07,01/20/2015 09:46:55 PM +0000,,,,158,22,Austin Police ,Colleen Waters,,Daily
s7yr-fsrb,false,data.austintexas.gov,story,"Traffic Fatalities per 100,000 Population",,05/12/2016 07:17:25 PM +0000,05/12/2016 07:17:25 PM +0000,,,0,535,,jesse.rodriguez,,
4xns-aj99,false,data.austintexas.gov,story,Lane Miles of Crack Seal Completed Applied,,04/29/2016 03:44:44 PM +0000,04/29/2016 03:44:44 PM +0000,,,0,342,,jesse.rodriguez,,
d5s3-65wk,false,data.austintexas.gov,story,Satisfactory One-Year Warranty Inspection Completion,,05/10/2016 06:42:17 PM +0000,05/10/2016 06:42:17 PM +0000,,,0,328,,jesse.rodriguez,,
khfc-zkiq,false,data.austintexas.gov,story,Percent of Priority 1 Leaks,,05/04/2016 06:14:00 PM +0000,05/04/2016 06:14:00 PM +0000,,,0,201,,Alyson,,
jn7a-ksta,false,data.austintexas.gov,story,Total Pumpage Per Capital Per Day,,05/04/2016 06:14:29 PM +0000,05/04/2016 06:14:29 PM +0000,,,0,201,,Alyson,,
9dd2-j8am,false,data.austintexas.gov,story,Cases Set on Scheduled Dockets and Appearing at Walk-In Dockets,,05/05/2016 03:32:40 PM +0000,05/05/2016 03:32:40 PM +0000,,,0,248,,jesse.rodriguez,,
rwdb-rpm2,false,data.austintexas.gov,story,Pounds of Recycled Materials Collected,,05/11/2016 03:53:22 PM +0000,05/11/2016 03:53:22 PM +0000,,,0,170,,jesse.rodriguez,,
mx89-qkgc,false,data.austintexas.gov,story,Number of Free Smoke Alarms Installed,,05/04/2016 09:53:41 PM +0000,05/04/2016 09:53:41 PM +0000,,,0,306,,jesse.rodriguez,,
imvv-s6zj,false,data.austintexas.gov,story,"Property Crime Rate Per 1,000 Population",,05/05/2016 05:18:23 PM +0000,05/05/2016 05:18:23 PM +0000,,,0,534,,jesse.rodriguez,,
cvuy-tvxa,false,data.austintexas.gov,story,New ADA Compliant Sidewalk Constructed or Rehabilitated,,04/29/2016 03:53:34 PM +0000,04/29/2016 03:53:34 PM +0000,,,0,336,,jesse.rodriguez,,
x7hb-9umw,false,data.austintexas.gov,story,Unintentional Fire Deaths,,05/04/2016 10:08:38 PM +0000,05/04/2016 10:08:38 PM +0000,,,0,305,,jesse.rodriguez,,
atzp-ahbv,false,data.austintexas.gov,story,Revenues Recovered,,05/11/2016 06:56:30 PM +0000,05/11/2016 06:56:30 PM +0000,,,0,222,,jesse.rodriguez,,
4rhr-sqnq,false,data.austintexas.gov,blob,Chromatograms GC2010 2013-09-23,Chromatograms GC2010 2013-09-23,01/20/2015 10:12:55 PM +0000,,,,69,33,Austin Police ,Colleen Waters,,Daily
sj2n-q8qj,false,data.austintexas.gov,blob,Chromatograms GC2010 2013-06-06,Chromatograms GC2010 2013-06-06,01/20/2015 09:50:03 PM +0000,,,,60,19,Austin Police ,Colleen Waters,,Daily
u9v7-6daq,false,data.austintexas.gov,story,Percent of Animal Shelter Live Outcomes,,03/10/2016 09:44:00 PM +0000,03/10/2016 09:44:00 PM +0000,,,0,242,,jesse.rodriguez,,
wv6w-puws,false,data.austintexas.gov,story,Percent of Part I Crimes Cleared,,05/05/2016 05:07:55 PM +0000,05/05/2016 05:07:55 PM +0000,,,0,529,,jesse.rodriguez,,
3ekt-zv84,false,data.austintexas.gov,story,Percentage of Warranted Locations Staffed,,04/29/2016 04:01:52 PM +0000,04/29/2016 04:01:52 PM +0000,,,0,312,,jesse.rodriguez,,
5yi7-kqed,false,data.austintexas.gov,story,Customer Satisfaction with Austin Fire's Services,,05/10/2016 07:30:41 PM +0000,05/10/2016 07:30:41 PM +0000,,,0,318,,jesse.rodriguez,,
rpt8-icsm,false,data.austintexas.gov,story,Average Age of Terminated Cases (Days),,05/05/2016 02:42:36 PM +0000,05/05/2016 02:42:36 PM +0000,,,0,249,,jesse.rodriguez,,
rw8x-myds,false,data.austintexas.gov,story,Frequent Offender Completion of Rehabilitative Recommendations,,05/05/2016 03:43:17 PM +0000,05/05/2016 03:43:17 PM +0000,,,0,285,,jesse.rodriguez,,
p3mr-w9hj,false,data.austintexas.gov,story,Citizen Satisfaction,,05/11/2016 03:28:56 PM +0000,05/11/2016 03:28:56 PM +0000,,,0,258,,jesse.rodriguez,,
6kg6-ua57,false,data.austintexas.gov,story,Lost Time Injury Rate per the Equivalent of 100 Employees,,05/11/2016 03:58:37 PM +0000,05/11/2016 03:58:37 PM +0000,,,0,153,,jesse.rodriguez,,
fgh2-kuby,false,data.austintexas.gov,story,Pounds of Yard Trimmings/Organics Collected,,05/11/2016 07:05:42 PM +0000,05/11/2016 07:05:42 PM +0000,,,0,158,,jesse.rodriguez,,
e97w-f7e4,false,data.austintexas.gov,story,Patients in Cardiac Arrest that Arrive at Hospital with a Pulse,,05/10/2016 07:26:54 PM +0000,05/10/2016 07:26:54 PM +0000,,,0,314,,jesse.rodriguez,,
ksne-p58g,false,data.austintexas.gov,story,Number of Reportable Wastewater Overflows,,05/04/2016 06:11:16 PM +0000,05/04/2016 06:11:16 PM +0000,,,0,196,,Alyson,,
crfc-q2ta,false,data.austintexas.gov,story,New Jobs Created with Public Private Initiatives,,04/27/2016 06:50:42 PM +0000,04/27/2016 06:50:42 PM +0000,,,0,287,,Alyson,,
iv28-vbs6,false,data.austintexas.gov,story,Emergency Incident Call Receipt to Arrival Time,,05/04/2016 10:25:45 PM +0000,05/04/2016 10:25:45 PM +0000,,,0,348,,jesse.rodriguez,,
8f49-i6yq,false,data.austintexas.gov,story,Households/Persons Assisted Through All Services,,05/02/2016 07:25:50 PM +0000,05/02/2016 07:25:50 PM +0000,,,0,140,,jesse.rodriguez,,
ymdh-yzrs,false,data.austintexas.gov,blob,Chromatograms GC2010 2013-10-21,Chromatograms GC2010 2013-10-21,01/20/2015 10:15:40 PM +0000,,,,51,19,Austin Police ,Colleen Waters,,Daily
diap-f5uf,false,data.austintexas.gov,blob,Chromatograms GC2010 2012-10-09,Chromatograms GC2010 2012-10-09,01/20/2015 09:44:03 PM +0000,,,,72,20,Austin Police ,Colleen Waters,,Daily
62hx-pzws,false,data.austintexas.gov,blob,Chromatograms GC2010 2012-10-18,Chromatograms GC2010 2012-10-18,01/20/2015 09:44:54 PM +0000,,,,88,26,Austin Police ,Colleen Waters,,Daily
cgvf-sjkx,false,data.austintexas.gov,story,Percent of CIP Spending Plan Achieved,,04/27/2016 08:03:06 PM +0000,04/27/2016 08:03:06 PM +0000,,,0,272,,jesse.rodriguez,,
y3zx-3xig,false,data.austintexas.gov,story,Total Police Response Time for Emergency and Urgent Calls,,05/11/2016 03:39:23 PM +0000,05/11/2016 03:39:23 PM +0000,,,0,970,,jesse.rodriguez,,
ixuc-5hue,false,data.austintexas.gov,story,Street Preventive Maintenance Completed,,05/10/2016 06:48:03 PM +0000,05/10/2016 06:48:03 PM +0000,,,0,336,,jesse.rodriguez,,
gphz-byy5,false,data.austintexas.gov,story,Structure Fires Confined to Room of Origin,,05/05/2016 02:35:23 PM +0000,05/05/2016 02:35:23 PM +0000,,,0,307,,jesse.rodriguez,,
m75e-9au2,false,data.austintexas.gov,story,Percent of Cases Set on a Docket Within 60 Days,,05/05/2016 03:36:11 PM +0000,05/05/2016 03:36:11 PM +0000,,,0,233,,jesse.rodriguez,,
wdnh-tpug,false,data.austintexas.gov,story,Customers Served Within 10 Minutes,,05/05/2016 03:40:08 PM +0000,05/05/2016 03:40:08 PM +0000,,,0,280,,jesse.rodriguez,,
7xpc-exet,false,data.austintexas.gov,story,Arson Cases Cleared by Arrest,,05/10/2016 07:22:45 PM +0000,05/10/2016 07:22:45 PM +0000,,,0,318,,jesse.rodriguez,,
xj2q-n23d,false,data.austintexas.gov,story,Percent of Waste Stream Diverted by ARR,,05/04/2016 08:47:22 PM +0000,05/04/2016 08:47:22 PM +0000,,,0,141,,Alyson,,
cn7i-7rhx,false,data.austintexas.gov,story,Customer Satisfaction with Quality of Trash Collection,,05/04/2016 08:47:47 PM +0000,05/04/2016 08:47:47 PM +0000,,,0,162,,Alyson,,
ppu4-65e6,false,data.austintexas.gov,story,Jobs Created from Family Business Loans,,05/03/2016 06:37:11 PM +0000,05/03/2016 06:37:11 PM +0000,,,0,232,,jesse.rodriguez,,
x4hz-hqw2,false,data.austintexas.gov,story,Condition of Lane Miles,,03/17/2016 02:05:35 PM +0000,03/17/2016 02:05:35 PM +0000,,,0,342,,jesse.rodriguez,,
fuee-uzss,false,data.austintexas.gov,story,Visits per Capita,,04/29/2016 03:26:08 PM +0000,04/29/2016 03:26:08 PM +0000,,,0,254,,jesse.rodriguez,,
6nv6-x4pz,false,data.austintexas.gov,story,"City Park Acres per 1,000 Population",,05/12/2016 08:25:08 PM +0000,05/12/2016 08:25:08 PM +0000,,,0,334,,jesse.rodriguez,,
3xef-y8ng,false,data.austintexas.gov,story,Total Number of Cases Filed,,05/09/2016 06:42:57 PM +0000,05/09/2016 06:42:57 PM +0000,,,0,250,,Shannon Szymczak,,
n2pw-zgfq,false,data.austintexas.gov,story,System Average Interruption Frequency Index,,05/06/2016 02:15:16 PM +0000,05/06/2016 02:15:16 PM +0000,,,0,361,,jesse.rodriguez,,
cyd9-57pc,false,data.austintexas.gov,story,Zoning Complaint Processing Time,,04/27/2016 07:07:44 PM +0000,04/27/2016 07:07:44 PM +0000,,,0,226,,jesse.rodriguez,,
84k4-ks6e,false,data.austintexas.gov,story,Circulation Per Capita,,05/10/2016 02:08:35 PM +0000,05/10/2016 02:08:35 PM +0000,,,0,242,,Alyson,,
